ID,firm_id,company_name,condensed_name,main,legal,address_1,address_2,city,state,zip,zip_4,phone,email,url
303,198.0,"Central Systems, LLC",centralsystemsllc,False,True,1728 Concordia Ave,,Saint Paul,MN,55104.0,5226.0,3202529608.0,,https://www.twitter.com/lupientauto
304,199.0,Chim Chimney Chimney Sweep,chimchimneychimneysweep,True,True,5712 Lakeland Ave N,,Minneapolis,MN,55429.0,,9529465227.0,,http://www.johnsauto.com
305,201.0,Countryside Culligan Of Red Wing,countrysideculliganofredwing,False,False,1101 Highway 10 S,,Saint Cloud,MN,56304.0,1813.0,6514558634.0,twuensch@qwest.net,
306,201.0,Culligan Water,culliganwater,False,False,8089 Lost Lake Rd,,Lake Shore,MN,56468.0,2523.0,9529465201.0,griswold@efflearn.com,http://www.jostens.com
307,201.0,M & M Water Inc,mandmwaterinc,False,False,I94 Hwy. 101,,Rogers,MN,55358.0,396.0,9529465220.0,jeff@elsaudio.com,http://www.jeffsautoservice.com
308,201.0,Bluff Country Water Corporation,bluffcountrywatercorporation,True,True,12720 Chestnut Blvd,,Shakopee,MN,55379.0,9319.0,6514576030.0,,http://www.myfoxtwincities.com
309,,,,,,6671 Lake Blvd,,Forest Lake,MN,55025.0,8297.0,6514516835.0,accounting@enduranceautomotiveinc.com,http://www.fox9.com
310,,,,,,,,,,,,6123314275.0,,
311,,,,,,,,,,,,9522949509.0,apartycrasher@gmail.com,http://www.krausanderson.com
312,,,,,,51629 County Highway 9,,Pel Rapids,MN,56572.0,,6517889082.0,energysavers2000@aol.com,http://www.kathhvac.com
313,,,,,,2381 Crossroads Blvd,,Albert Lea,MN,56007.0,4001.0,6512229327.0,rwothe@envieonmentsinc.com,
314,,,,,,Hwy 371 N,,Brainerd,MN,56401.0,,9522361737.0,tbriggman@gf.com,
315,202.0,Radisson Hotels International,radissonhotelsinternational,False,False,621 Division St E,,Maple Lake,MN,55358.0,4595.0,6513232215.0,info@firstlandmarkbuildersinc.com,
316,,,,,,12260 Margo Ave S,,Hastings,MN,55033.0,9180.0,6513232016.0,janf@fullertonlbr.com,http://www.kraftfoods.com
317,202.0,Radisson Hotel Worldwide,radissonhotelworldwide,False,False,21150 Rogers Dr,,Rogers,MN,55374.0,9540.0,6128222270.0,garyk@fullertonlbr.com,http://www.kelcosupply.com
318,,,,,,2210 E Main St,,Albert Lea,MN,56007.0,3921.0,9528545529.0,,http://www.facebook.com/pages/Kelco-Supply-Company/110213795705431
319,202.0,Hotel Radisson,hotelradisson,False,False,17021 Commercial Park Rd,Ste 7,Brainerd,MN,56401.0,6260.0,7635515528.0,riegelmanp@fireside.com,http://www.keycadillac.com
320,,,,,,,,,,,,6127897967.0,thayerj@hearthnhome.com,
321,,,,,,5375 Landmark Dr,,Brainerd,MN,56401.0,6859.0,6127212560.0,rbossert@floydtotalsecurity.com,http://www.associatedbank.com
322,,,,,,8910 Hudson Blvd N,,Lake Elmo,MN,55042.0,9704.0,6516467161.0,,http://www.lilorbits.com
323,,,,,,,,,,,,6512786349.0,fleet@freewayford.net,http://www.landolakesinc.com
324,,,,,,9393 Wayzata Blvd,,Minneapolis,MN,55426.0,1862.0,,,http://www.leefservices.com
325,,,,,,6030 Culligan Way,,Minnetonka,MN,55345.0,5917.0,6128273541.0,,https://www.liebermancompanies.com
326,,,,,,1825 Mobile Drive,,Winona,MN,55987.0,,6123393902.0,regulatorycomplaints@usbank.com,http://www.facebook.com/LiebermanCompanies
327,,,,,,1825 Mobile Dr,,Winona,MN,55987.0,6225.0,9524422982.0,1800usbanks@usbank.com,http://www.pestandcrittercontrol.com
328,,,,,,4343 Nicollet Ave,,Minneapolis,MN,55409.0,2032.0,6123303764.0,,http://www.lehmansgarage.com
329,,,,,,7110 France Ave S,,Edina,MN,55435.0,4301.0,8002168808.0,jean.beikler@usbank.com,http://www.firerepair.com
330,,,,,,7835 Brooklyn Blvd,,Brooklyn Park,MN,55445.0,2716.0,6513888808.0,christine.hobrough@usbank.com,
331,,,,,,4100 Grand Ave,,Duluth,MN,55807.0,2736.0,7632125002.0,Midwest@Flo-Pac.Com,
332,,,,,,5249 W. 73rd Street,,Edina,MN,55439.0,,8008888584.0,info@foleyexteriors.com,
333,202.0,Gold Points Reward Network,goldpointsrewardnetwork,False,False,1979 Old Hudson Rd,,Saint Paul,MN,55119.0,4395.0,7632122196.0,vi.finch@bluestembrands.com,http://www.leossouth.com
334,202.0,Gold Points Corporation,goldpointscorporation,False,False,222 Little Canada Rd E,Ste 175,Saint Paul,MN,55117.0,1399.0,7632125000.0,customerservice@gettington.com,http://www.FriendshipVillageMN.com
335,,,,,,222 Little Canada Rd E # 175,,Saint Paul,MN,55117.0,1399.0,7632125400.0,noel.folstad@bluestembrands.com,http://www.facebook.com/LifespaceCommunities
336,,,,,,192 9th St W Ste 100,,Saint Paul,MN,55102.0,1012.0,8004018472.0,customerservice@mypaycheckdirect.com,http://twitter.com/LifespaceComm
337,,,,,,190 5th St E Ste 200,,Saint Paul,MN,55101.0,1637.0,8005089000.0,rimker@flareheating.com,http://www.lakelandfloral.com
338,,,,,,332 Minnesota St STE N-110,,Saint Paul,MN,55101.0,1314.0,8002073110.0,ddormanen@flareheating.com,http://www.latuffbrothers.com
339,,,,,,7900 Bass Lake Rd,,New Hope,MN,55428.0,3116.0,6516983195.0,jschindele@flareheating.com,http://www.facebook.com/latuffautobody
340,,,,,,1000 University Ave SE,,Minneapolis,MN,55414.0,2209.0,6126983195.0,info@flareheating.com,http://www.twitter.com/latuffautobody
341,202.0,Carlson Rezidor Hotel Group,carlsonrezidorhotelgroup,False,True,2441 Fairview Ave N,,Roseville,MN,55113.0,2606.0,6514551221.0,melanie.green@faegrebd.com,
342,205.0,Cliff's Hardware Inc,cliffshardwareinc,False,False,PO Box 1416,,Maple Grove,MN,55311.0,6416.0,,bnodzon@faegre.com,
343,205.0,Total Hardware Hank,totalhardwarehank,True,True,,,,,,,7635592110.0,BKiernoziak@faegre.com,http://www.lundandlangeflorist.com
344,205.0,Mitsch Total Hardware,mitschtotalhardware,False,False,,,,,,,6514266534.0,tjbazoff@tedglasrud.com,https://www.facebook.com/pages/Larsen-Motors/122740897784480
345,207.0,Crawford Door Sales Company - Twin Cities,crawforddoorsalescompanytwincities,True,True,,,,,,,6514898217.0,tlglasrud@aol.com,http://www.mohawkmoving.com
346,207.0,"Crawford Door Service Company, Inc.",crawforddoorservicecompanyinc,False,False,900 W Burnsville Pkwy,,Burnsville,MN,55337.0,2338.0,6514597106.0,sales@gopherbearing.com,https://www.boblowthford.com
347,209.0,Cub Foods,cubfoods,True,True,222 S 9th St,,Minneapolis,MN,55402.0,3327.0,6514302350.0,Bearingjoe@AOL.COM,http://www.thrivent.com
348,209.0,SuperValu Minneapolis,supervaluminneapolis,False,False,,,,,,,7632879996.0,,http://lakestreettire.com
349,209.0,Cub Liquor,cubliquor,False,False,11100 Hampshire Ave S Ste B,,Minneapolis,MN,55438.0,2740.0,9528949040.0,,http://www.lotsurveyscompany.com
350,209.0,Cub Pharmacy,cubpharmacy,False,False,897 Hinckley Rd,,Burlingame,CA,94010.0,1502.0,7634242510.0,andreag@yourccsteam.com,http://www.lesjonesroofing.com
351,211.0,Commerce Express Inc,commerceexpressinc,True,True,3738 Pillsbury Ave S,,Minneapolis,MN,55409.0,1221.0,7637804323.0,wrjellison@yahoo.com,http://www.lonmusolf.com
352,212.0,Campus Travel Center Inc,campustravelcenterinc,True,True,464 Stillwater Rd,,Mahtomedi,MN,55115.0,,9524326300.0,mbailey@ll.net,http://www.rainsoftofperham.com
353,214.0,Centraire,centraire,False,False,1909 W Burnsville Pkwy,,Burnsville,MN,55337.0,4233.0,6514867933.0,sales@gibbslawn.com,
354,214.0,Centraire Heating & Air Conditioning Inc,centraireheatingandairconditioninginc,True,True,6540 Penn Ave S,,Richfield,MN,55423.0,1143.0,7637559802.0,mbalsom@zalecorp.com,
355,214.0,Centraire Heating & AC Inc,centraireheatingandacinc,False,False,551 Valley Park Dr,,Shakopee,MN,55379.0,1874.0,7636824940.0,guygrussing@hotmail.com,http://www.newbrightonford.com
356,216.0,"Custom Pools, Inc.",custompoolsinc,True,True,2750 Eagandale Blvd,,Eagan,MN,55121.0,1209.0,9524358300.0,amy@grussingroofing.com,http://www.mnstatefair.org
357,216.0,Custom Pools & Spas Inc,custompoolsandspasinc,False,False,2000 1st Ave N,,Moorhead,MN,56560.0,2309.0,7637679330.0,guy@grussingroofing.com,http://www.muskalighting.com
358,220.0,Carmichael Lynch Spong,carmichaellynchspong,True,True,405 9th St SE,,Minot,ND,58701.0,4804.0,7634214252.0,gopmotor@aol.com,http://www.centerpointenergy.com
359,220.0,Carmichael Lynch Spong Public Relations,carmichaellynchspongpublicrelations,False,False,1016 10th St SE,,Jamestown,ND,58401.0,5821.0,6514544406.0,,
360,220.0,Carmichael Lynch Thorburn Design,carmichaellynchthorburndesign,False,False,PO Box 191,,Devils Lake,ND,58301.0,191.0,6519824511.0,gdownes@garlock-french.com,http://www.metro-cleaning-services.com
361,221.0,CertainTeed Corp Building Materials,certainteedcorpbuildingmaterials,False,False,801 Industrial Blvd,,Morris,MN,56267.0,,7635713744.0,sloyd@astleford.com,http://www.askmerrill.ml.com
362,221.0,CertainTeed Corp,certainteedcorp,True,True,3225 E Thayer Ave,,Bismarck,ND,58501.0,3354.0,6514381481.0,lwaters@northstartrucks.com,http://www.mickman.com
363,221.0,CertainTeed Roofing,certainteedroofing,False,False,300 S Central Ave,,Duluth,MN,55807.0,2368.0,6514511579.0,,
364,221.0,Certain Teed Corporation Tech Center,certainteedcorporationtechcenter,False,False,819 S 46th St,,Grand Forks,ND,58201.0,3841.0,9528911700.0,,
365,225.0,"Leske Co., Inc.",leskecoinc,False,False,2505 Alexander St SW,,Owatonna,MN,55060.0,4721.0,9528814299.0,,
366,225.0,Leske Masonry,leskemasonry,True,True,PO Box 387,,Jamestown,ND,58402.0,387.0,7634948364.0,kgallivan@graco.com,
367,227.0,"Carl's Auto Body, Inc.",carlsautobodyinc,True,True,9150 W 35W Service Dr NE,,Blaine,MN,55449.0,6745.0,6517738558.0,charlotte_m_boyd@graco.com,https://www.midas.com/minneapolis/store.aspx?shopnum=2239&dmanum=576001
368,229.0,Alexander's Mobility Services,alexandersmobilityservices,True,False,15306 Highway 7,,Minnetonka,MN,55345.0,3529.0,6516461003.0,info@communitysafetynet.com,http://www.ragstock.com
369,229.0,Alexander's Moving & Storage,alexandersmovingandstorage,False,False,400 Cty Rd. 42,,Burnsville,MN,55337.0,,9529381404.0,kmg@giertsenco.com,http://www.premierbanks.com
370,229.0,"Stanley G Alexander, Inc.",stanleygalexanderinc,False,True,3101 W 69th St  MACF4822-021,,Edina,MN,55435.0,,7632716800.0,charlied@giertsenco.com,http://www.monray.com
371,230.0,"Metro Concrete Raising, Inc.",metroconcreteraisinginc,True,True,3200 Main St NW Ste 250,,Minneapolis,MN,55448.0,1197.0,6516362277.0,keving@giertsenco.com,
372,231.0,Countryside Volkswagen Inc,countrysidevolkswageninc,True,True,1011 1st St S Ste 490,,Hopkins,MN,55343.0,9479.0,5076456887.0,ken.davis@goodyear.com,http://www.mwqa.com
373,231.0,Countryside Volkswagen Saab Inc,countrysidevolkswagensaabinc,False,False,5871 Neal Ave N,,Stillwater,MN,55082.0,2177.0,7635530611.0,gregorysca@earthlink.net,http://www.morries.com
374,231.0,Schmelz Countryside Saab,schmelzcountrysidesaab,False,False,8120 Penn Ave S Ste 265,,Minneapolis,MN,55431.0,1326.0,6514230300.0,jeff.hagen@genmills.com,http://www.facebook.com/MorriesAuto
375,231.0,Schmelz Countryside Volkswagen,schmelzcountrysidevolkswagen,False,False,5448 S Robert Trl,,Inver Grove Heights,MN,55077.0,1406.0,9524471555.0,lee.anderson@genmills.com,http://www.metricautoworks.com
376,232.0,Creative Lighting Inc,creativelightinginc,True,True,4124 Quebec Ave N Ste 106,,Minneapolis,MN,55427.0,1200.0,9524031620.0,,https://www.securian.com
377,233.0,Crystal-Pierz Marine,crystalpierzmarine,False,True,110 2nd St S Ste 306,,Waite Park,MN,56387.0,1367.0,9523809900.0,genesservice@gmail.com,
378,233.0,Crystal - Pierz Marine,crystalpierzmarine,False,False,4886 Miller Trunk Hwy,,Duluth,MN,55811.0,1504.0,6127898689.0,homeco2@visi.com,http://www.mckaysfamily.com
379,233.0,Crystal Marine,crystalmarine,False,False,3140 Neil Armstrong Blvd # 101,,Saint Paul,MN,55121.0,2272.0,6513791440.0,homeco@visi.com,http://www.mckaysdodge.com
380,233.0,Pierz Marine Inc,pierzmarineinc,False,False,4130 Blackhawk Rd Ste 122,,Saint Paul,MN,55122.0,1700.0,6514397200.0,dgulden@homecoinsulation.com,http://www.mayerelectriccorp.com
381,233.0,Tracker Marine - Shakopee,trackermarineshakopee,False,False,401 16th Ave NW  Ste 101A,,Rochester,MN,55903.0,,2187270272.0,Info@homecoinsulation.com,http://www.mayerelec.com
382,233.0,"Tracker Marine, LLC",trackermarinellc,False,False,7100 Northland Circle Ste 210,,Brooklyn Park,MN,55428.0,,9524698400.0,,http://www.hartmancommunities.com
383,233.0,Bass Pro Shops Tracker Boating Center,bassproshopstrackerboatingcenter,True,False,1350 E Hwy 96,,White Bear Lake,MN,55110.0,,6514831504.0,,http://www.rosevillemidwayford.net
384,233.0,TMBC LLC,tmbcllc,False,False,4126 W Cty Rd 42,,Savage,MN,55378.0,,6517794028.0,,
385,,,,,,1005 SW Disk Dr Suite 101 MAC P6322-010,,Bend,OR,97701.0,,9205928677.0,Sandy@hagensautobody.com,http://www.meritchev.com
386,243.0,Classic Cleaners,classiccleaners,False,False,203 S Front St,,Saint Peter,MN,56082.0,2513.0,6514517332.0,dave.tomlinson@harmonglassmn.com,
387,246.0,Carousel Automobiles,carouselautomobiles,False,False,PO Box 296,,Saint Peter,MN,56082.0,296.0,9524517332.0,contactus@harmonautoglassmn.com,http://www.facebook.com/pages/Midwest-Northern-Nut-Company/150077071670652?sk=wall
388,246.0,Carousel Porsche,carouselporsche,False,False,7843 12th Ave S,,Bloomington,MN,55425.0,1002.0,8003337731.0,Customer.Service@Hawkinsinc.com,http://www.marsden.com
389,246.0,Carousel Audi,carouselaudi,False,False,823 W Lake St,,Minneapolis,MN,55408.0,2899.0,6123386705.0,firebird@gtojon.com,http://www.marsh.com
390,246.0,Audi Minneapolis,audiminneapolis,True,True,PO Box 21401,,Eagan,MN,55121.0,401.0,6123385616.0,dhall@hardrivesinc.com,http://www.martinwilliams.com
391,248.0,Culligan Soft Water Services Company,culligansoftwaterservicescompany,False,False,1551 Payne Ave,,Saint Paul,MN,55130.0,3218.0,9529411044.0,bmehlhaff@hardrivesinc.com,http://www.facebook.com/MartinWilliamsAdvertising
392,248.0,Culligan Water Conditioning-Minnetonka,culliganwaterconditioningminnetonka,True,True,,,,,,,9529332255.0,info@houleinsulation.com,http://twitter.com/20tonideas
393,248.0,Culligan - Minnetonka,culliganminnetonka,False,False,,,,,,,6123346050.0,searl56@comcast.net,http://www.mna.org
394,249.0,Culligan Water Conditioning Co,culliganwaterconditioningco,True,True,PO Box 9300,,Minneapolis,MN,55440.0,9300.0,6123346222.0,stephanie@frontstepmarketing.com,https://www.pulte.com/homes/minnesota
395,253.0,"Cremation Society of Minnesota, LLC",cremationsocietyofminnesotallc,True,True,15407 McGinty Rd W,,Wayzata,MN,55391.0,2399.0,9528941473.0,info@hirte.net,http://www.facebook.com/PulteGroup
396,253.0,Waterson Funeral Home,watersonfuneralhome,False,False,PO Box 5650,,Minneapolis,MN,55440.0,5650.0,6123346000.0,dispatch@hirtetransfer.net,http://twitter.com/PulteHomes
397,253.0,"Cremation Society, Inc.",cremationsocietyinc,False,False,10775 SW 188th St Ste 2,,Miami,FL,33157.0,6711.0,6123758500.0,meggie.wood@hirtetransfer.com,http://www.homeenergycenter.com
398,255.0,Forsythe Appraisals LLC,forsytheappraisalsllc,True,True,4000 Highway 61 N,,Saint Paul,MN,55110.0,4664.0,8003451145.0,,http://www.mastertransmission.com
399,256.0,Concept Group Atlanta (satellite office),conceptgroupatlantasatelliteoffice,False,False,225 S 6th St Ste 1400,,Minneapolis,MN,55402.0,4654.0,2152742387.0,info@downtownjaguar.com,http://www.midwaychevy.com
400,256.0,"Concept Group, Inc.",conceptgroupinc,True,True,1177 Avenue Of The Americas,,New York,NY,10036.0,2714.0,6103416470.0,bob.notch@downtownjaguar.com,http://www.minneapolisbusinesscollege.edu
401,260.0,"Jade, Inc.",jadeinc,False,True,12701 Whitewater Dr Ste 300,,Minnetonka,MN,55343.0,4160.0,6514889668.0,ted.terp@lutherauto.com,http://www.globeuniversity.edu
402,260.0,Rosedale BP,rosedalebp,False,False,PO Box 2834,Centex Homes - Minnesota Division,Portland,OR,97208.0,2834.0,6516997089.0,,http://www.msbcollege.edu
403,260.0,Southeast BP,southeastbp,False,False,,,,,,,9529384240.0,,http://www.masterautomn.com
404,260.0,Winnetka Marathon,winnetkamarathon,False,False,2730 Highwood Ave E,,Saint Paul,MN,55119.0,5898.0,8003285673.0,,http://www.medicalartspress.com
405,260.0,Jade Auto Service,jadeautoservice,True,False,815 Dodd Rd,,Saint Paul,MN,55118.0,5725.0,9528814128.0,,http://www.metrogaragedoor.com
406,260.0,Snelling I94 Citgo (OLD INFO),snellingi94citgooldinfo,False,False,509 Como Ave.,,Saint Paul,MN,55103.0,1598.0,9524408000.0,,http://www.ridgedoorsales.com
407,,,,,,14025 W Freeway Dr,,Columbus,MN,55038.0,9705.0,9528905333.0,,
408,,,,,,321 Gate Ave,,Williston,ND,58801.0,5833.0,6514848441.0,paul.arntzen@honeywell.com,http://www.startribune.com
409,,,,,,8120 Penn Ave S Ste 111,,Bloomington,MN,55431.0,1326.0,9524848441.0,,http://twitter.com/StarTribune
410,262.0,Crosstown Auto Repair,crosstownautorepair,True,True,9309 Lyndale Ave S Ste 109,,Bloomington,MN,55420.0,3541.0,6516470111.0,netmind18@aol.com,http://www.facebook.com/startribune
411,263.0,Campbell Mithun,campbellmithun,True,True,9309 Lyndale Ave S # 109,,Minneapolis,MN,55420.0,3541.0,8005479444.0,robin@hindingheating.com,https://plus.google.com/+startribune/posts
412,,,,,,10843 University Ave NE,,Minneapolis,MN,55434.0,8032.0,2188291112.0,tom@hindingheating.com,http://www.manheim.com
413,,,,,,1823 Glenwood Ave,,Minneapolis,MN,55405.0,1286.0,9522333437.0,customerservice@holidaystationstores.com,http://www.mwhi.com
414,,,,,,5651 International Pkwy,,New Hope,MN,55428.0,3046.0,2189631010.0,dawn.prokop@holidaycompanies.com,http://www.jimmurrplumbing.com/
415,,,,,,9140 Old Cedar Ave S,,Minneapolis,MN,55425.0,2340.0,2188331304.0,iked@heritagebldrs.com,http://www.nelsonstucco.com
416,266.0,Coit Drapery & Carpet Cleaners,coitdraperyandcarpetcleaners,False,False,6215 W Howard St,,Niles,IL,60714.0,3403.0,2188331288.0,hoffmancorner@aol.com,http://www.northmemorial.com
417,266.0,Coit Cleaning & Restoration Services,coitcleaningandrestorationservices,False,False,,,,,,,3202515555.0,hagekobanytrans@msn.com,http://www.nashfinch.com
418,266.0,"Coit Services Minnesota, Inc.",coitservicesminnesotainc,True,False,,,,,,,7635331655.0,showroom@idcmn.com,https://www.spartannash.com/
419,266.0,Coit,coit,False,False,3500 W 80th St,,Minneapolis,MN,55431.0,1068.0,7012829000.0,,http://www.northcentralbuilders.com
420,266.0,Coit Services,coitservices,False,False,103 John F Kennedy Pkwy,,Short Hills,NJ,7078.0,2708.0,7152362628.0,regulatory.requests@ampf.com,http://www.michaelfoods.com
421,266.0,Fabritain Enterprises Inc,fabritainenterprisesinc,False,False,12101 Highway 35W S,,Burnsville,MN,55337.0,1693.0,6514643005.0,ampfcicompliance@ampf.com,http://www.northernasphalt.com
422,267.0,"Conklin Company, Inc.",conklincompanyinc,True,True,,,,,,,7634161301.0,,
423,269.0,Coca-Cola Enterprises Inc,cocacolaenterprisesinc,False,False,1850 New Brighton Blvd,,Minneapolis,MN,55418.0,4825.0,2188291111.0,consumeraffairs@icsystem.com,http://www.xcelenergy.com
424,269.0,Midwest Coca-Cola Bottling Company,midwestcocacolabottlingcompany,False,True,PO Box 10698,1401 Willow Lake Blvd,Vadnais Heights,MN,55110.0,698.0,5073733559.0,,http://www.homesmartminnesota.com
425,269.0,Coca Cola Refreshments,cocacolarefreshments,True,False,137 85th Ave NW,,Coon Rapids,MN,55433.0,6023.0,2185325151.0,clabs@icsystem.com,
426,269.0,Coca Cola Bottling Company Jamestown,cocacolabottlingcompanyjamestown,False,False,525 Snelling Ave N,,Saint Paul,MN,55104.0,2331.0,6514808300.0,,http://www.nordicinsulation.com
427,269.0,Coca-Cola Bottling Company,cocacolabottlingcompany,False,False,3431 Highway 13 E,,Burnsville,MN,55337.0,1026.0,6128657515.0,brucee2000@aol.com,http://www.qwest.com
428,271.0,Commers Conditioned Water,commersconditionedwater,False,True,4302 Airpark Blvd,,Duluth,MN,55811.0,5724.0,7633238272.0,,
429,271.0,Commers Soft Water Co,commerssoftwaterco,False,False,2810 3rd Ave N,,Fargo,ND,58102.0,4021.0,2185472800.0,therese@kaufman-roofing.com,http://www.neighborhoodbuilding.com
430,271.0,"Commers Conditioned Water Southwest, Inc.",commersconditionedwatersouthwestinc,False,False,2519 E 25th St,,Minneapolis,MN,55406.0,1256.0,4178735900.0,christine@kaufman-roofing.com,http://www.northerncargo.net
431,271.0,"Commers Conditioned Water of Burnsville, Inc.",commersconditionedwaterofburnsvilleinc,False,False,2700 Minnehaha Ave South,Suite 1,Minneapolis,MN,55406.0,,4178735618.0,bob@kaufmanroofing.com,http://www.northlandapplianceservice.com
432,272.0,Wells Fargo Financial Acceptance,wellsfargofinancialacceptance,True,True,2500 E 25th St,,Minneapolis,MN,55406.0,,4178734550.0,tony@kaufmanroofing.com,http://www.allianzlife.com
433,276.0,Culligan of St. Peter,culliganofstpeter,True,True,2700 30th Ave S,,Minneapolis,MN,55406.0,1606.0,8664677408.0,info@kaufmanroofing.com,https://www.nebankmn.com
434,276.0,"Mayer Soft Water, Co",mayersoftwaterco,False,False,118 State St S Ste 102,,Waseca,MN,56093.0,3065.0,6517381244.0,,http://www.ing-usa.com
435,,,,,,PO Box 524,,Waseca,MN,56093.0,524.0,8006411244.0,,http://www.reliastar.com
436,277.0,"Cabinetpak Kitchens of Minnesota, Inc.",cabinetpakkitchensofminnesotainc,True,True,20060 148th Cir N,,Rogers,MN,55374.0,9463.0,,,http://www.ingdirect.com
437,281.0,Custom Camera & Electronics Service Inc.,customcameraandelectronicsserviceinc,False,False,6318 Cambridge St,,Minneapolis,MN,55416.0,2471.0,,,https://www.novusglass.com
438,281.0,Custom Camera Service Inc,customcameraserviceinc,True,True,8000 Powell Rd,Ste 160,Hopkins,MN,55343.0,8786.0,,dennis.quinn@lupient.com,http://www.northerndoor.com
439,283.0,Anderson Electric Company Inc,andersonelectriccompanyinc,False,False,11976 Riverwood Dr,,Burnsville,MN,55337.0,1505.0,7637449393.0,,http://www.novakgm.com
440,283.0,Claude M. Anderson Electric Company Inc,claudemandersonelectriccompanyinc,False,False,12124 12th Ave S,,Burnsville,MN,55337.0,1408.0,7637449303.0,leigh.kennedy@lupient.com,http://www.northlandwater.com
441,283.0,NEI Electric Inc.,neielectricinc,True,True,2740 American Blvd W Ste 100,,Bloomington,MN,55431.0,,,,http://www.wellsfargo.com
442,284.0,Cargill Incorporated,cargillincorporated,True,True,3680 Victoria St N,,Shoreview,MN,55126.0,2966.0,,harry@johnsauto.com,
443,285.0,Color Specialties Inc,colorspecialtiesinc,True,True,740 Adams St NE,,Minneapolis,MN,55413.0,2176.0,,1520Managers@LKQcorp.com,http://www.newgateschool.org
444,287.0,Continental Motors,continentalmotors,True,True,2900 Johnson St NE,,Minneapolis,MN,55418.0,2234.0,9529127365.0,richard.stoebe@jostens.com,http://www.foundersproperties.com
445,287.0,"L B Sales, Inc.",lbsalesinc,False,False,17 Washington Ave N # 500,,Minneapolis,MN,55401.0,2093.0,8006576891.0,consumeraffairs@jostens.com,http://www.podanys.com
446,288.0,"PricewaterhouseCoopers, LLP",pricewaterhousecoopersllp,True,True,1146 Rice St,,Saint Paul,MN,55117.0,4999.0,5074523600.0,jeffsauto@mcleodusa.net,
447,288.0,Pricewaterhouse Coopers,pricewaterhousecoopers,False,False,,,,,,,6128252435.0,leann@jeffsauto.com,http://www.facebook.com/OwensCompanies
448,752.0,Centex Homes,centexhomes,False,False,,,,,,,9529244100.0,carol.rueppel@foxtv.com,http://www.twitter.com/OwensCompanies
449,752.0,Centex Real Estate Corporation,centexrealestatecorporation,False,False,,,,,,,7635603100.0,cruep601@foxtv.com,http://www.pemtomland.com
450,752.0,Centex Homes - Minnesota Division,centexhomesminnesotadivision,False,True,,,,,,,2186245200.0,kmspap@foxtv.com,
451,752.0,Pulte Group MN,pultegroupmn,False,False,4805 Nicollet Ave,,Minneapolis,MN,55409.0,2510.0,6514869550.0,,http://www.bonabros.com
452,292.0,"Carver General Repair, Inc.",carvergeneralrepairinc,True,True,19030 31st Place N.,,Plymouth,MN,55447.0,,8007234003.0,john.campobasso@krausanderson.com,http://www.plehal.com
453,292.0,Carver Towing,carvertowing,False,False,7079 Amundson Ave,,Edina,MN,55439.0,2017.0,6512219710.0,dengelsma@karealty.com,
454,292.0,Carver Auto Body,carverautobody,False,False,60 S 6th St Ste 1000,,Minneapolis,MN,55402.0,1125.0,7634166366.0,psevenich@karealty.com,https://plus.google.com/+PlehalBlacktoppingIncShakopee/about
455,293.0,Cherokee Service Inc,cherokeeserviceinc,True,True,5170 W Broadway Ave,,Minneapolis,MN,55429.0,3506.0,6516369494.0,,https://www.pilgrimdrycleaners.com
456,293.0,Cherokee Service Station,cherokeeservicestation,False,False,12930 Martin St NW,,Coon Rapids,MN,55448.0,7024.0,7635350580.0,ddiessner@kainsurance.com,https://www.facebook.com/pages/Pilgrim-Cleaners/280779447824?ref=ts
457,294.0,Coates Rental & Trailer Sales,coatesrentalandtrailersales,False,False,3446 Bloomington Ave,,Minneapolis,MN,55407.0,2217.0,6123312244.0,kbrenna@kainsurance.com,https://twitter.com/PilgrimCleaners
458,294.0,Coates Trailer Sales,coatestrailersales,False,False,6885 146th St W,,Saint Paul,MN,55124.0,6894.0,6516463889.0,rwaddell@kainsurance.com,http://www.palenkimball.com
459,294.0,Coates Trailers Inc,coatestrailersinc,True,True,6781 146th St W,,Apple Valley,MN,55124.0,7285.0,,dareldmeggitt@kathfuel.com,
460,294.0,Coates RV,coatesrv,False,False,452 Northco Dr Ste 180,,Minneapolis,MN,55432.0,3308.0,9528909760.0,keithwilliams@kathfuel.com,
461,296.0,Computer Buying Service - Old Name,computerbuyingserviceoldname,False,False,7515 Wayzata Blvd,,Minneapolis,MN,55426.0,1604.0,,timmcquillan@kathfuel.com,http://www.parentsautocare.com
462,296.0,Genesis Computers,genesiscomputers,True,True,,,,,,,6127414763.0,,http://www.facebook.com/parentsautocare
463,296.0,"Centurion Computers, Inc.",centurioncomputersinc,False,False,,,,,,,6123471000.0,,http://twitter.com/ParentsAutocare
464,296.0,Centurian Computers Inc,centuriancomputersinc,False,False,300 York Ave,,Saint Paul,MN,55101.0,4082.0,,,https://plus.google.com/105988352899332626449/posts
465,299.0,Crest Cleaners,crestcleaners,True,True,875 Montreal Way,,Saint Paul,MN,55102.0,4245.0,9529449433.0,alicia@kelcosupply.com,http://www.kpmg.com
466,,,,,,,,,,,,,info@kelcosupply.com,http://www.patioenclosures.com
467,300.0,Custom Glass & Screen,customglassandscreen,True,True,370 Wabasha St N Ste 100,,Saint Paul,MN,55102.0,1390.0,,order@kelcosupply.com,http://www.patioenc.com
